source,media_type,title,rating,favorite
MovieLens ml-latest-small,movie,"Matrix, The",8,False
MovieLens ml-latest-small,movie,Diamonds Are Forever,6,False
MovieLens ml-latest-small,movie,Star Wars: Episode I - The Phantom Menace,8,True
MovieLens ml-latest-small,movie,"Texas Chainsaw Massacre, The (1974)",6,False
MovieLens ml-latest-small,movie,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2),4,False
MovieLens ml-latest-small,movie,Prince of Persia: The Sands of Time,7,False
MovieLens ml-latest-small,movie,"Tale of Two Sisters, A (Janghwa, Hongryeon)",9,False
MovieLens ml-latest-small,movie,Charlie's Angels: Full Throttle,7,True
MovieLens ml-latest-small,movie,Mr. Magoo,6,False
MovieLens ml-latest-small,movie,Abraham Lincoln: Vampire Hunter,6,False
MovieLens ml-latest-small,movie,Full Metal Jacket,8,True
MovieLens ml-latest-small,movie,High School High,1,False
MovieLens ml-latest-small,movie,Tales from the Crypt Presents: Demon Knight,4,True
MovieLens ml-latest-small,movie,Jaws 2,2,True
MovieLens ml-latest-small,movie,Rocky Balboa,4,False
MovieLens ml-latest-small,movie,"Bank Job, The",7,False
MovieLens ml-latest-small,movie,Lethal Weapon,8,False
MovieLens ml-latest-small,movie,Short Circuit,8,False
MovieLens ml-latest-small,movie,Mo' Money,6,True
MovieLens ml-latest-small,movie,Solyaris,8,False
MovieLens ml-latest-small,movie,Finding Nemo,8,False
MovieLens ml-latest-small,movie,"Mask, The",6,True
MovieLens ml-latest-small,movie,Down with Love,6,True
MovieLens ml-latest-small,movie,"Great Gatsby, The (2013)",7,False
MovieLens ml-latest-small,movie,RocknRolla,7,False
MovieLens ml-latest-small,movie,Catch Me If You Can,7,False
MovieLens ml-latest-small,movie,American Psycho,8,False
MovieLens ml-latest-small,movie,Fatal Attraction,8,True
MovieLens ml-latest-small,movie,"Jewel of the Nile, The",4,False
MovieLens ml-latest-small,movie,"Hustler, The",10,False
MovieLens ml-latest-small,movie,Bedknobs and Broomsticks,6,True
MovieLens ml-latest-small,movie,Star Wars: Episode VI - Return of the Jedi,7,False
MovieLens ml-latest-small,movie,Dracula (Bram Stoker's Dracula),7,False
MovieLens ml-latest-small,movie,Fight Club,10,True
MovieLens ml-latest-small,movie,"World Is Not Enough, The",3,False
MovieLens ml-latest-small,movie,"Usual Suspects, The",10,True
MovieLens ml-latest-small,movie,Casino,8,False
MovieLens ml-latest-small,movie,"Bridge at Remagen, The",8,True
MovieLens ml-latest-small,movie,Mickey Blue Eyes,4,False
MovieLens ml-latest-small,movie,"Bourne Ultimatum, The",8,True
MovieLens ml-latest-small,movie,Little Nicky,2,False
MovieLens ml-latest-small,movie,Catch Me If You Can,8,False
MovieLens ml-latest-small,movie,"Big Lebowski, The",6,False
MovieLens ml-latest-small,movie,Fright Night Part II,6,False
MovieLens ml-latest-small,movie,Scarface (1983),9,False
MovieLens ml-latest-small,movie,Dave,6,False
MovieLens ml-latest-small,movie,Gremlins,6,True
MovieLens ml-latest-small,movie,They Call Me Bruce? (a.k.a. A Fistful of Chopsticks),6,False
MovieLens ml-latest-small,movie,Bound,6,False
MovieLens ml-latest-small,movie,Maze Runner: Scorch Trials,7,False
MovieLens ml-latest-small,movie,"Lord of the Rings: The Return of the King, The",10,False
MovieLens ml-latest-small,movie,Creepshow,8,True
MovieLens ml-latest-small,movie,"Shining, The",10,False
MovieLens ml-latest-small,movie,Scream 2,6,False
MovieLens ml-latest-small,movie,"Secret of NIMH, The",6,False
MovieLens ml-latest-small,movie,Cast Away,6,False
MovieLens ml-latest-small,movie,Godzilla (1998),3,False
MovieLens ml-latest-small,movie,Strangers on a Train,8,False
MovieLens ml-latest-small,movie,Captain America: The Winter Soldier,5,False
MovieLens ml-latest-small,movie,Man on Fire,4,False
MovieLens ml-latest-small,movie,While You Were Fighting: A Thor Mockumentary,8,False
MovieLens ml-latest-small,movie,Sixteen Candles,8,False
MovieLens ml-latest-small,movie,Courage Under Fire,7,False
MovieLens ml-latest-small,movie,"Karate Kid, Part III, The",5,True
MovieLens ml-latest-small,movie,"Last Boy Scout, The",7,True
MovieLens ml-latest-small,movie,"Patriot, The (2000)",6,False
MovieLens ml-latest-small,movie,Brazil,10,True
MovieLens ml-latest-small,movie,"Very Long Engagement, A (Un long dimanche de fiançailles)",6,False
MovieLens ml-latest-small,movie,Doctor Strange,4,False
MovieLens ml-latest-small,movie,"Negotiator, The",6,False
MovieLens ml-latest-small,movie,"Others, The",7,False
MovieLens ml-latest-small,movie,Chinatown,9,True
MovieLens ml-latest-small,movie,Mortal Kombat,8,False
MovieLens ml-latest-small,movie,"Score, The",4,False
MovieLens ml-latest-small,movie,Star Trek IV: The Voyage Home,6,True
MovieLens ml-latest-small,movie,He's Just Not That Into You,6,False
MovieLens ml-latest-small,movie,Interstellar,8,False
MovieLens ml-latest-small,movie,State of Play,8,False
MovieLens ml-latest-small,movie,Trial and Error,4,False
MovieLens ml-latest-small,movie,Pixels,4,False
MovieLens ml-latest-small,movie,Eraser,6,False
MovieLens ml-latest-small,movie,Crimson Tide,8,False
MovieLens ml-latest-small,movie,"Planes, Trains & Automobiles",6,False
MovieLens ml-latest-small,movie,Batman (1989),4,False
MovieLens ml-latest-small,movie,American History X,9,True
MovieLens ml-latest-small,movie,Milk,10,False
MovieLens ml-latest-small,movie,Alien,9,False
MovieLens ml-latest-small,movie,American Beauty,6,True
MovieLens ml-latest-small,movie,Liar Liar,6,False
MovieLens ml-latest-small,movie,"Bourne Identity, The (2002)",8,False
MovieLens ml-latest-small,movie,Ghostbusters (a.k.a. Ghost Busters),4,False
MovieLens ml-latest-small,movie,Meet the Robinsons,6,True
MovieLens ml-latest-small,movie,Fever Pitch (2005),7,False
MovieLens ml-latest-small,movie,Rambo: First Blood Part II,7,False
MovieLens ml-latest-small,movie,Animal House,8,False
MovieLens ml-latest-small,movie,Scream,10,False
MovieLens ml-latest-small,movie,Immortals,10,True
MovieLens ml-latest-small,movie,Daria: Is It College Yet?,2,False
MovieLens ml-latest-small,movie,"Elephant Man, The",8,False
MovieLens ml-latest-small,movie,Being John Malkovich,7,False
MovieLens ml-latest-small,movie,Donnie Brasco,9,False
MovieLens ml-latest-small,movie,WALL·E,8,False
MovieLens ml-latest-small,movie,"Italian Job, The (2003)",9,False
MovieLens ml-latest-small,movie,The Scorpion King,6,False
MovieLens ml-latest-small,movie,Jurassic Park,6,True
MovieLens ml-latest-small,movie,Batman Forever,8,False
MovieLens ml-latest-small,movie,Willow,5,False
MovieLens ml-latest-small,movie,Vantage Point,8,False
MovieLens ml-latest-small,movie,"Aviator, The",10,False
MovieLens ml-latest-small,movie,"Corporation, The",7,False
MovieLens ml-latest-small,movie,"View to a Kill, A",7,False
MovieLens ml-latest-small,movie,"Avengers, The (2012)",5,False
MovieLens ml-latest-small,movie,"Maltese Falcon, The (a.k.a. Dangerous Female)",10,False
MovieLens ml-latest-small,movie,"Jungle Book, The (1967)",10,False
MovieLens ml-latest-small,movie,I.Q.,4,False
MovieLens ml-latest-small,movie,Donnie Darko,9,False
MovieLens ml-latest-small,movie,Wag the Dog,8,False
MovieLens ml-latest-small,movie,"Simpsons Movie, The",8,False
MovieLens ml-latest-small,movie,Apocalypse Now,10,False
MovieLens ml-latest-small,movie,"Incredible Hulk, The",6,False
MovieLens ml-latest-small,movie,Independence Day (a.k.a. ID4),5,False
MovieLens ml-latest-small,movie,Avatar,6,False
MovieLens ml-latest-small,movie,Wayne's World,7,False
MovieLens ml-latest-small,movie,Breakfast at Tiffany's,8,False
MovieLens ml-latest-small,movie,(500) Days of Summer,9,False
MovieLens ml-latest-small,movie,Sleepless in Seattle,7,True
MovieLens ml-latest-small,movie,Serenity,9,False
MovieLens ml-latest-small,movie,"Adventures of Rocky and Bullwinkle, The",6,False
MovieLens ml-latest-small,movie,"Lord of the Rings: The Return of the King, The",7,False
MovieLens ml-latest-small,movie,Coffee and Cigarettes,7,False
MovieLens ml-latest-small,movie,Sunshine (2007),7,True
MovieLens ml-latest-small,movie,Snatch,3,True
MovieLens ml-latest-small,movie,Private Benjamin,8,True
MovieLens ml-latest-small,movie,Sabrina (1954),8,False
MovieLens ml-latest-small,movie,Erin Brockovich,6,False
MovieLens ml-latest-small,movie,"Big Lebowski, The",7,False
MovieLens ml-latest-small,movie,Maximum Risk,8,False
MovieLens ml-latest-small,movie,Sweet November,8,False
MovieLens ml-latest-small,movie,"Fish Called Wanda, A",8,False
MovieLens ml-latest-small,movie,"Hunt, The (Jagten)",8,True
MovieLens ml-latest-small,movie,Indiana Jones and the Last Crusade,8,False
MovieLens ml-latest-small,movie,Tron,4,False
MovieLens ml-latest-small,movie,Requiem for a Dream,10,False
MovieLens ml-latest-small,movie,"Dance of Reality, The (Danza de la realidad, La)",7,False
MovieLens ml-latest-small,movie,Band of Brothers,10,False
MovieLens ml-latest-small,movie,Howards End,9,False
MovieLens ml-latest-small,movie,Honeymoon in Vegas,8,False
MovieLens ml-latest-small,movie,Bridge of Spies,8,False
MovieLens ml-latest-small,movie,"Full Monty, The",2,False
MovieLens ml-latest-small,movie,Predator,10,False
MovieLens ml-latest-small,movie,"World Is Not Enough, The",4,False
MovieLens ml-latest-small,movie,"2 Fast 2 Furious (Fast and the Furious 2, The)",7,False
MovieLens ml-latest-small,movie,Alien,6,False
MovieLens ml-latest-small,movie,Pulp Fiction,6,False
MovieLens ml-latest-small,movie,Every Secret Thing,4,False
MovieLens ml-latest-small,movie,Deadpool,7,False
MovieLens ml-latest-small,movie,"Nutty Professor, The (1996)",5,True
MovieLens ml-latest-small,movie,Assassins,2,False
MovieLens ml-latest-small,movie,Beavis and Butt-Head Do America,3,False
MovieLens ml-latest-small,movie,Groundhog Day,9,False
MovieLens ml-latest-small,movie,Ace Ventura: Pet Detective,6,False
MovieLens ml-latest-small,movie,Fantastic Beasts and Where to Find Them,9,False
MovieLens ml-latest-small,movie,Resident Evil,8,True
MovieLens ml-latest-small,movie,"Mummy Returns, The",6,False
MovieLens ml-latest-small,movie,Madagascar,7,False
MovieLens ml-latest-small,movie,"Maltese Falcon, The",7,False
MovieLens ml-latest-small,movie,Being There,10,False
MovieLens ml-latest-small,movie,On a Clear Day,4,False
MovieLens ml-latest-small,movie,Taxi Driver,7,False
MovieLens ml-latest-small,movie,Dungeons & Dragons,2,False
MovieLens ml-latest-small,movie,"Beautiful Mind, A",6,False
MovieLens ml-latest-small,movie,Lolita (1997),6,True
MovieLens ml-latest-small,movie,Entrapment,7,False
MovieLens ml-latest-small,movie,"Blind Swordsman: Zatoichi, The (Zatôichi)",8,False
MovieLens ml-latest-small,movie,Mortal Kombat,6,True
MovieLens ml-latest-small,movie,Monkeybone,4,False
MovieLens ml-latest-small,movie,Harry Potter and the Prisoner of Azkaban,8,False
MovieLens ml-latest-small,movie,"Faculty, The",5,False
MovieLens ml-latest-small,movie,Riding Giants,8,True
MovieLens ml-latest-small,movie,Superman III,3,False
MovieLens ml-latest-small,movie,"Lust, Caution (Se, jie)",8,False
MovieLens ml-latest-small,movie,Groundhog Day,10,False
MovieLens ml-latest-small,movie,Mulan,8,False
MovieLens ml-latest-small,movie,"Edge of Heaven, The (Auf der anderen Seite)",7,False
MovieLens ml-latest-small,movie,Gladiator (2000),8,False
MovieLens ml-latest-small,movie,Dawn of the Dead (2004),10,True
MovieLens ml-latest-small,movie,Steel Magnolias,4,False
MovieLens ml-latest-small,movie,"Girl with the Dragon Tattoo, The",10,False
MovieLens ml-latest-small,movie,Some Like It Hot,6,False
MovieLens ml-latest-small,movie,For a Few Dollars More (Per qualche dollaro in più),10,False
MovieLens ml-latest-small,movie,"Terminal, The",4,False
MovieLens ml-latest-small,movie,1984 (Nineteen Eighty-Four),6,False
MovieLens ml-latest-small,movie,National Lampoon's Vacation,8,False
MovieLens ml-latest-small,movie,Patton,8,False
MovieLens ml-latest-small,movie,Stand by Me,7,False
MovieLens ml-latest-small,movie,Conspiracy Theory,4,False
MovieLens ml-latest-small,movie,Girl with a Pearl Earring,7,False
MovieLens ml-latest-small,movie,Batman Returns,10,False
MovieLens ml-latest-small,movie,"Silence of the Lambs, The",10,True
MovieLens ml-latest-small,movie,"Black Cat, White Cat (Crna macka, beli macor)",8,False
MovieLens ml-latest-small,movie,Geri's Game,7,False
MovieLens ml-latest-small,movie,Goodfellas,10,False
MovieLens ml-latest-small,movie,Death Proof,8,False
MovieLens ml-latest-small,movie,Twin Peaks: Fire Walk with Me,8,False
MovieLens ml-latest-small,movie,"Matrix Reloaded, The",8,False
MovieLens ml-latest-small,movie,Reservoir Dogs,10,False
MovieLens ml-latest-small,movie,Spider-Man,8,False
MovieLens ml-latest-small,movie,Harry Potter and the Prisoner of Azkaban,7,False
MovieLens ml-latest-small,movie,"Amityville Horror, The (2005)",6,False
MovieLens ml-latest-small,movie,Ever After: A Cinderella Story,6,True
MovieLens ml-latest-small,movie,Braveheart,6,False
MovieLens ml-latest-small,movie,Places in the Heart,8,False
MovieLens ml-latest-small,movie,Problem Child,3,False
MovieLens ml-latest-small,movie,Billy Madison,8,False
MovieLens ml-latest-small,movie,Grease,9,False
MovieLens ml-latest-small,movie,Beautiful People,10,True
MovieLens ml-latest-small,movie,You Only Live Twice,8,False
MovieLens ml-latest-small,movie,"Abyss, The",8,False
MovieLens ml-latest-small,movie,Holes,4,False
MovieLens ml-latest-small,movie,Star Trek: Nemesis,5,False
MovieLens ml-latest-small,movie,"Big Lebowski, The",10,True
MovieLens ml-latest-small,movie,"Adventures of Priscilla, Queen of the Desert, The",7,False
MovieLens ml-latest-small,movie,Anna Karenina (1935),7,False
MovieLens ml-latest-small,movie,Hot Shots! Part Deux,6,False
MovieLens ml-latest-small,movie,Saving Silverman (Evil Woman),5,True
MovieLens ml-latest-small,movie,"Unbearable Lightness of Being, The",10,False
MovieLens ml-latest-small,movie,"Jackal, The",6,False
MovieLens ml-latest-small,movie,Sleepy Hollow,7,False
MovieLens ml-latest-small,movie,Beneath the Planet of the Apes,6,True
MovieLens ml-latest-small,movie,Whiplash (2014),9,True
MovieLens ml-latest-small,movie,"War Zone, The",5,False
MovieLens ml-latest-small,movie,How the Grinch Stole Christmas (a.k.a. The Grinch),8,True
MovieLens ml-latest-small,movie,Hackers,4,False
MovieLens ml-latest-small,movie,Austin Powers: International Man of Mystery,8,False
MovieLens ml-latest-small,movie,Dead Man Walking,8,False
MovieLens ml-latest-small,movie,Avatar,9,False
MovieLens ml-latest-small,movie,Armageddon,3,False
MovieLens ml-latest-small,movie,October Sky,8,False
MovieLens ml-latest-small,movie,"Time Machine, The (2002)",6,False
MovieLens ml-latest-small,movie,Spaceballs,8,False
MovieLens ml-latest-small,movie,Home Alone 2: Lost in New York,4,False
MovieLens ml-latest-small,movie,Desperado,4,False
MovieLens ml-latest-small,movie,Eat Drink Man Woman (Yin shi nan nu),4,False
MovieLens ml-latest-small,movie,"Lost Boys, The",1,False
MovieLens ml-latest-small,movie,"Aristocats, The",6,False
MovieLens ml-latest-small,movie,"Dark Knight, The",10,True
MovieLens ml-latest-small,movie,Sliver,2,True
MovieLens ml-latest-small,movie,"Matrix Revolutions, The",10,False
MovieLens ml-latest-small,movie,Pootie Tang,6,False
MovieLens ml-latest-small,movie,Outbreak,6,True
MovieLens ml-latest-small,movie,Citizen Kane,6,True
MovieLens ml-latest-small,movie,Not Without My Daughter,5,False
MovieLens ml-latest-small,movie,You've Got Mail,8,False
MovieLens ml-latest-small,movie,Cloudy with a Chance of Meatballs,6,True
MovieLens ml-latest-small,movie,Fever Pitch (2005),1,False
MovieLens ml-latest-small,movie,Mitchell,2,False
MovieLens ml-latest-small,movie,Hannibal,3,False
MovieLens ml-latest-small,movie,Ice Age,7,False
MovieLens ml-latest-small,movie,You've Got Mail,4,True
MovieLens ml-latest-small,movie,Untitled Spider-Man Reboot,9,False
MovieLens ml-latest-small,movie,Casablanca,10,False
MovieLens ml-latest-small,movie,Requiem for a Dream,9,False
MovieLens ml-latest-small,movie,WALL·E,7,False
MovieLens ml-latest-small,movie,Fraternity Vacation,2,True
MovieLens ml-latest-small,movie,"Girl with the Dragon Tattoo, The",8,True
MovieLens ml-latest-small,movie,Pineapple Express,5,True
MovieLens ml-latest-small,movie,Battle Royale (Batoru rowaiaru),9,False
MovieLens ml-latest-small,movie,Captain Phillips,8,True
MovieLens ml-latest-small,movie,"Full Monty, The",8,False
MovieLens ml-latest-small,movie,Dead Poets Society,8,True
MovieLens ml-latest-small,movie,Sky Captain and the World of Tomorrow,7,False
MovieLens ml-latest-small,movie,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,7,True
MovieLens ml-latest-small,movie,Cloudy with a Chance of Meatballs,10,True
MovieLens ml-latest-small,movie,Dances with Wolves,6,False
MovieLens ml-latest-small,movie,Missing in Action,4,False
MovieLens ml-latest-small,movie,Big Hero 6,7,False
MovieLens ml-latest-small,movie,Red Cliff (Chi bi),10,False
MovieLens ml-latest-small,movie,Baby Driver,10,False
MovieLens ml-latest-small,movie,Argo,8,False
MovieLens ml-latest-small,movie,Spider-Man 2,7,True
MovieLens ml-latest-small,movie,Dr. Horrible's Sing-Along Blog,10,False
MovieLens ml-latest-small,movie,Limitless,7,True
MovieLens ml-latest-small,movie,"Krays, The",7,False
MovieLens ml-latest-small,movie,Home Alone,4,False
MovieLens ml-latest-small,movie,Monster,8,False
MovieLens ml-latest-small,movie,Paperman,8,False
MovieLens ml-latest-small,movie,The Handmaiden,1,True
MovieLens ml-latest-small,movie,Terminator 2: Judgment Day,9,False
MovieLens ml-latest-small,movie,Chasing Amy,9,False
MovieLens ml-latest-small,movie,40 Days and 40 Nights,1,False
MovieLens ml-latest-small,movie,Butch Cassidy and the Sundance Kid,10,False
MovieLens ml-latest-small,movie,Titanic (1997),8,True
MovieLens ml-latest-small,movie,"Hunchback of Notre Dame, The (1996)",4,False
MovieLens ml-latest-small,movie,Police Academy 4: Citizens on Patrol,6,False
MovieLens ml-latest-small,movie,"Truman Show, The",7,False
MovieLens ml-latest-small,movie,"Green Mile, The",9,False
MovieLens ml-latest-small,movie,Rushmore,6,False
MovieLens ml-latest-small,movie,Jerry Maguire,7,False
MovieLens ml-latest-small,movie,Show Me Love (Fucking Åmål),10,False
MovieLens ml-latest-small,movie,"Deer Hunter, The",10,True
MovieLens ml-latest-small,movie,Unforgettable,6,False
MovieLens ml-latest-small,movie,Ben-Hur,8,False
MovieLens ml-latest-small,movie,Finding Forrester,8,True
MovieLens ml-latest-small,movie,Fantastic Four (2005),8,False
MovieLens ml-latest-small,movie,Shooter,8,False
MovieLens ml-latest-small,movie,"Three Musketeers, The (1993)",6,False
MovieLens ml-latest-small,movie,Reindeer Games,4,False
MovieLens ml-latest-small,movie,Three Colors: White (Trzy kolory: Bialy),7,False
MovieLens ml-latest-small,movie,Toy Story,8,False
MovieLens ml-latest-small,movie,Radio Flyer,6,True
MovieLens ml-latest-small,movie,"Mission, The",10,False
MovieLens ml-latest-small,movie,Aladdin,8,False
MovieLens ml-latest-small,movie,Safety Last!,6,True
MovieLens ml-latest-small,movie,X-Men,8,True
MovieLens ml-latest-small,movie,Skyfall,9,False
MovieLens ml-latest-small,movie,Megamind,8,False
MovieLens ml-latest-small,movie,Scott Pilgrim vs. the World,10,False
MovieLens ml-latest-small,movie,"Twilight Saga: Breaking Dawn - Part 2, The",4,False
MovieLens ml-latest-small,movie,Just Married,6,False
MovieLens ml-latest-small,movie,"Exorcist, The",6,False
MovieLens ml-latest-small,movie,Frozen (2013),6,False
MovieLens ml-latest-small,movie,Captain America: Civil War,6,False
MovieLens ml-latest-small,movie,"Green Hornet, The",6,False
MovieLens ml-latest-small,movie,"Texas Chainsaw Massacre: The Beginning, The",4,False
